in.ahs_region,in.ashrae_iecc_climate_zone_2004,in.ashrae_iecc_climate_zone_2004_2_a_split,in.bathroom_spot_vent_hour,in.building_america_climate_zone,in.ceiling_fan,in.census_division,in.census_division_recs,in.census_region,in.city,in.clothes_dryer,in.clothes_washer_presence,in.cooking_range,in.cooling_setpoint,in.cooling_setpoint_has_offset,in.cooling_setpoint_offset_magnitude,in.cooling_setpoint_offset_period,in.corridor,in.county,in.county_and_puma,in.dishwasher,in.ducts,in.federal_poverty_level,in.geometry_attic_type,in.geometry_building_horizontal_location_mf,in.geometry_building_horizontal_location_sfa,in.geometry_building_level_mf,in.geometry_building_type_acs,in.geometry_building_type_height,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_foundation_type,in.geometry_garage,in.geometry_stories_low_rise,in.geometry_story_bin,in.geometry_wall_exterior_finish,in.geometry_wall_type,in.has_pv,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hot_water_fixtures,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_has_ducts,in.hvac_has_shared_system,in.hvac_has_zonal_electric_heating,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_shared_efficiencies,in.income,in.income_recs_2015,in.income_recs_2020,in.infiltration,in.insulation_ceiling,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.insulation_wall,in.iso_rto_region,in.location_region,in.misc_extra_refrigerator,in.misc_freezer,in.misc_gas_fireplace,in.misc_gas_grill,in.misc_gas_lighting,in.misc_hot_tub_spa,in.misc_pool,in.misc_pool_heater,in.misc_pool_pump,in.misc_well_pump,in.neighbors,in.occupants,in.orientation,in.plug_load_diversity,in.plug_loads,in.puma,in.puma_metro_status,in.pv_orientation,in.pv_system_size,in.radiant_barrier,in.range_spot_vent_hour,in.refrigerator,in.roof_material,in.state,in.tenure,in.usage_level,in.vacancy_status,in.vintage,in.vintage_acs,in.water_heater_fuel,in.water_heater_in_unit,in.weather_file_city,in.window_areas,in.windows,sqft_quantile,sqft_binned,heating_fuel,electric_dryer,electric_water_heater,electric_stove,hvac_heating_fuel_new,hvac_heating_eff_new,dhw_fuel_new,dhw_eff_new,Lighting_new,hvac_cooling_type_new,hvac_cooling_eff_new,clothes_washer_eff_new,clothes_washer_usage_new
Non-CBSA South Atlantic,4A,4A,Hour22,Mixed-Humid,Standard Efficiency,South Atlantic,South Atlantic,South,In another census Place,"Electric, 80% Usage",Yes,"Electric, 80% Usage",78F,Yes,5F,Night Setback +1h,Not Applicable,G5100330,"G5100330, G51051120","290 Rated kWh, 80% Usage","30% Leakage, R-8",300-400%,Vented Attic,nan,Middle,nan,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,Slab,2 Car,2,<8,"Vinyl, Light",Wood Frame,No,Propane,68F,No,0F,Night +2h,50% Usage,100% Conditioned,Central AC,Yes,Heating Only,No,Ducted Heating,Propane Fuel Furnace,"Boiler Baseboards Heating Only, Natural Gas",60000-69999,60000-79999,60000-99999,7 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated","2ft R5 Perimeter, Vertical","Wood Stud, R-11",PJM,CR08,EF 17.6,"EF 12, National Average",Gas Fireplace,Gas Grill,Gas Lighting,Electric,Has Pool,Gas,1.0 HP Pump,Typical Efficiency,Left/Right at 15ft,2,Northwest,50%,106%,G51051120,Not/partially in metro area,South,5.0 kWDC,No,Hour17,"EF 17.6, 100% Usage","Asphalt Shingles, Medium",VA,Owner,Low,Occupied,2000s,2000-09,Electricity,Yes,Shannon Arpt,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain",1221-1690,1500-1999,Propane,"Electric, 80% Usage",Electric Standard,"Electric, 80% Usage",Non-electric,low,Electric,avg,Incandescent,Central_AC,high,avg,low
